season,wins,draws,losses,points
8985,18,8,8,62
8986,13,7,14,46
8987,18,10,6,64
8988,17,6,11,57
8989,11,9,14,42
8990,11,9,14,42
8991,9,10,15,37
8992,19,5,10,62
8993,16,8,10,56
8994,16,8,10,56
8995,20,8,6,68
8996,12,9,13,45
8997,20,6,8,66
8998,17,4,13,55
8999,10,7,17,37
9000,13,12,9,51
9001,21,5,8,68
9002,16,7,11,55
9003,18,7,9,61
9004,21,7,6,70
9005,16,5,13,53
9006,19,5,10,62
9007,13,6,15,45
9008,20,6,8,66
9009,16,6,12,54
9010,14,5,15,47
9011,14,8,12,50
9012,14,8,12,50
9013,16,7,11,55
9014,21,3,10,66
9015,19,5,10,62
9016,17,6,11,57
9017,14,11,9,53
9018,17,9,8,60
9019,15,7,12,52
9020,17,5,12,56
9021,16,9,9,57
9022,15,10,9,55
9023,15,7,12,52
9024,17,6,11,57
9025,20,6,8,66
9026,18,6,10,60
9027,18,8,8,62
9028,12,7,15,43
9029,15,9,10,54
9030,13,5,16,44
9031,16,9,9,57
9032,20,7,7,67
9033,15,4,15,49
9034,12,10,12,46
9035,14,10,10,52
9036,20,4,10,64
9037,17,3,14,54
9038,14,7,13,49
9039,18,5,11,59
9040,16,6,12,54
9041,18,7,9,61
9042,14,9,11,51
9043,20,7,7,67
9044,17,6,11,57
9045,10,14,10,44
9046,23,4,7,73
9047,13,10,11,49
9048,19,4,11,61
9049,18,7,9,61
9050,15,12,7,57
9051,16,10,8,58
9052,17,7,10,58
9053,17,8,9,59
9054,19,5,10,62
9055,15,6,13,51
9056,20,1,13,61
9057,12,9,13,45
9058,14,8,12,50
9059,16,5,13,53
9060,16,5,13,53
9061,16,5,13,53
9062,14,8,12,50
9063,17,8,9,59
9064,12,6,16,42
9065,17,7,10,58
9066,14,8,12,50
9067,20,2,12,62
9068,20,5,9,65
9069,15,5,14,50
9070,19,6,9,63
9071,21,2,11,65
9072,17,9,8,60
9073,15,6,13,51
9074,15,12,7,57
9075,13,10,11,49
9076,16,7,11,55
9077,14,8,12,50
9078,14,7,13,49
9079,11,10,13,43
9080,11,8,15,41
9081,20,4,10,64
9082,14,10,10,52
9083,10,8,16,38
9084,22,7,5,73
9085,12,11,11,47
9086,14,5,15,47
9087,14,10,10,52
9088,16,7,11,55
9089,15,6,13,51
9090,15,8,11,53
9091,19,7,8,64
9092,19,6,9,63
9093,20,6,8,66
9094,12,11,11,47
9095,21,6,7,69
9096,18,5,11,59
9097,14,4,16,46
9098,14,8,12,50
9099,16,6,12,54
9100,14,7,13,49
9101,17,8,9,59
9102,20,4,10,64
9103,18,6,10,60
9104,16,6,12,54
9105,16,10,8,58
9106,15,11,8,56
9107,21,7,6,70
9108,22,3,9,69
9109,13,10,11,49
9110,19,6,9,63
9111,15,8,11,53
9112,12,9,13,45
9113,18,4,12,58
9114,13,10,11,49
9115,13,10,11,49
9116,16,4,14,52
9117,17,11,6,62
9118,16,13,5,61
9119,17,7,10,58
9120,17,9,8,60
9121,17,9,8,60
9122,17,7,10,58
9123,14,11,9,53
9124,15,7,12,52
9125,15,9,10,54
9126,20,3,11,63
9127,20,3,11,63
9128,14,8,12,50
9129,15,8,11,53
9130,20,6,8,66
9131,17,6,11,57
9132,14,8,12,50
9133,15,9,10,54
9134,14,10,10,52
9135,18,6,10,60
9136,21,8,5,71
9137,16,6,12,54
9138,23,4,7,73
9139,23,3,8,72
9140,16,8,10,56
9141,17,9,8,60
9142,14,10,10,52
9143,14,8,12,50
9144,13,7,14,46
9145,16,4,14,52
9146,19,7,8,64
9147,12,10,12,46
9148,18,7,9,61
9149,17,5,12,56
9150,12,7,15,43
9151,10,13,11,43
9152,18,6,10,60
9153,20,5,9,65
9154,14,8,12,50
9155,15,6,13,51
9156,21,9,4,72
9157,14,9,11,51
9158,17,8,9,59
9159,21,6,7,69
9160,17,7,10,58
9161,21,6,7,69
9162,20,5,9,65
9163,12,10,12,46
9164,18,9,7,63
9165,15,8,11,53
9166,12,8,14,44
9167,15,5,14,50
9168,21,2,11,65
9169,16,5,13,53
9170,15,8,11,53
9171,16,6,12,54
9172,11,10,13,43
9173,13,8,13,47
9174,16,7,11,55
9175,18,4,12,58
9176,20,7,7,67
9177,10,14,10,44
9178,15,9,10,54
9179,17,9,8,60
9180,19,4,11,61
9181,14,9,11,51
9182,18,7,9,61
9183,15,9,10,54
9184,15,9,10,54
9185,17,8,9,59
9186,15,7,12,52
9187,19,7,8,64
9188,19,6,9,63
9189,15,12,7,57
9190,14,7,13,49
9191,12,9,13,45
9192,17,7,10,58
9193,16,3,15,51
9194,18,7,9,61
9195,16,8,10,56
9196,15,6,13,51
9197,15,10,9,55
9198,19,5,10,62
9199,15,10,9,55
9200,13,11,10,50
9201,20,8,6,68
9202,11,9,14,42
9203,18,8,8,62
9204,13,8,13,47
9205,21,3,10,66
9206,17,6,11,57
9207,14,11,9,53
9208,14,7,13,49
9209,19,3,12,60
9210,15,7,12,52
9211,25,5,4,80
9212,13,10,11,49
9213,17,8,9,59
9214,16,5,13,53
9215,19,3,12,60
9216,19,5,10,62
9217,19,5,10,62
9218,18,3,13,57
9219,17,5,12,56
9220,18,5,11,59
9221,18,5,11,59
9222,16,5,13,53
9223,19,6,9,63
9224,10,12,12,42
9225,19,7,8,64
9226,18,4,12,58
9227,12,10,12,46
9228,13,10,11,49
9229,18,8,8,62
9230,18,6,10,60
9231,15,9,10,54
9232,17,9,8,60
9233,16,7,11,55
9234,13,8,13,47
9235,19,7,8,64
9236,12,8,14,44
9237,13,10,11,49
9238,15,4,15,49
9239,15,5,14,50
9240,14,12,8,54
9241,12,13,9,49
9242,17,4,13,55
9243,18,10,6,64
9244,17,10,7,61
9245,13,6,15,45
9246,13,8,13,47
9247,18,7,9,61
9248,11,11,12,44
9249,18,4,12,58
9250,18,5,11,59
9251,16,8,10,56
9252,18,6,10,60
9253,15,10,9,55
9254,17,7,10,58
9255,16,9,9,57
9256,18,9,7,63
9257,17,7,10,58
9258,11,9,14,42
9259,17,7,10,58
9260,14,6,14,48
9261,17,4,13,55
9262,18,5,11,59
9263,14,10,10,52
9264,16,7,11,55
9265,14,10,10,52
9266,13,3,18,42
9267,16,8,10,56
9268,19,8,7,65
9269,12,9,13,45
9270,15,7,12,52
9271,11,3,20,36
9272,19,6,9,63
9273,14,7,13,49
9274,20,6,8,66
9275,17,11,6,62
9276,17,5,12,56
9277,20,6,8,66
9278,21,3,10,66
9279,20,5,9,65
9280,14,7,13,49
9281,21,6,7,69
9282,18,8,8,62
9283,14,11,9,53
9284,20,8,6,68
9285,16,6,12,54
9286,17,10,7,61
9287,15,3,16,48
9288,15,8,11,53
9289,16,7,11,55
9290,17,8,9,59
9291,15,5,14,50
9292,18,6,10,60
9293,18,8,8,62
9294,18,7,9,61
9295,16,7,11,55
9296,14,7,13,49
9297,17,7,10,58
9298,16,9,9,57
9299,16,10,8,58
9300,19,4,11,61
9301,12,10,12,46
9302,18,5,11,59
9303,13,8,13,47
9304,16,9,9,57
9305,15,11,8,56
9306,18,4,12,58
9307,15,8,11,53
9308,11,7,16,40
9309,14,8,12,50
9310,15,11,8,56
9311,17,5,12,56
9312,17,7,10,58
9313,14,9,11,51
9314,19,1,14,58
9315,19,6,9,63
9316,17,7,10,58
9317,19,4,11,61
9318,14,7,13,49
9319,14,6,14,48
9320,14,10,10,52
9321,15,8,11,53
9322,16,8,10,56
9323,17,9,8,60
9324,13,12,9,51
9325,18,5,11,59
9326,20,6,8,66
9327,20,8,6,68
9328,17,8,9,59
9329,14,8,12,50
9330,16,7,11,55
9331,17,8,9,59
9332,20,3,11,63
9333,19,7,8,64
9334,18,5,11,59
9335,14,7,13,49
9336,15,6,13,51
9337,14,10,10,52
9338,16,5,13,53
9339,18,6,10,60
9340,13,7,14,46
9341,15,9,10,54
9342,16,5,13,53
9343,20,5,9,65
9344,16,9,9,57
9345,16,7,11,55
9346,22,5,7,71
9347,15,7,12,52
9348,16,5,13,53
9349,15,6,13,51
9350,19,4,11,61
9351,9,9,16,36
9352,13,7,14,46
9353,14,7,13,49
9354,17,9,8,60
9355,15,9,10,54
9356,19,3,12,60
9357,18,9,7,63
9358,19,5,10,62
9359,18,9,7,63
9360,18,8,8,62
9361,20,5,9,65
9362,18,2,14,56
9363,12,9,13,45
9364,20,4,10,64
9365,13,10,11,49
9366,11,10,13,43
9367,21,5,8,68
9368,15,9,10,54
9369,19,3,12,60
9370,11,9,14,42
9371,19,7,8,64
9372,14,9,11,51
9373,18,7,9,61
9374,22,5,7,71
9375,12,12,10,48
9376,14,6,14,48
9377,16,6,12,54
9378,21,4,9,67
9379,17,9,8,60
9380,19,5,10,62
9381,13,7,14,46
9382,17,7,10,58
9383,12,10,12,46
9384,10,9,15,39
9385,17,5,12,56
9386,20,5,9,65
9387,12,9,13,45
9388,20,5,9,65
9389,20,6,8,66
9390,18,7,9,61
9391,19,7,8,64
9392,20,4,10,64
9393,15,6,13,51
9394,17,8,9,59
9395,16,5,13,53
9396,19,5,10,62
9397,15,6,13,51
9398,15,4,15,49
9399,15,9,10,54
9400,16,10,8,58
9401,13,11,10,50
9402,15,5,14,50
9403,16,12,6,60
9404,12,5,17,41
9405,18,4,12,58
9406,16,10,8,58
9407,17,9,8,60
9408,20,4,10,64
9409,18,7,9,61
9410,13,8,13,47
9411,18,12,4,66
9412,17,7,10,58
9413,13,8,13,47
9414,14,8,12,50
9415,16,4,14,52
9416,18,10,6,64
9417,19,8,7,65
9418,20,5,9,65
9419,15,7,12,52
9420,13,11,10,50
9421,19,7,8,64
9422,18,5,11,59
9423,13,5,16,44
9424,15,8,11,53
9425,18,3,13,57
9426,15,11,8,56
9427,15,6,13,51
9428,16,10,8,58
9429,15,9,10,54
9430,17,5,12,56
9431,14,8,12,50
9432,18,7,9,61
9433,15,6,13,51
9434,15,12,7,57
9435,14,10,10,52
9436,17,6,11,57
9437,17,7,10,58
9438,20,7,7,67
9439,14,12,8,54
9440,15,14,5,59
9441,17,6,11,57
9442,15,7,12,52
9443,15,8,11,53
9444,20,5,9,65
9445,16,6,12,54
9446,17,6,11,57
9447,15,8,11,53
9448,17,10,7,61
9449,14,4,16,46
9450,16,6,12,54
9451,19,6,9,63
9452,23,6,5,75
9453,16,10,8,58
9454,14,5,15,47
9455,12,9,13,45
9456,15,7,12,52
9457,18,8,8,62
9458,16,6,12,54
9459,12,7,15,43
9460,21,2,11,65
9461,17,5,12,56
9462,15,9,10,54
9463,19,6,9,63
9464,12,9,13,45
9465,19,3,12,60
9466,12,13,9,49
9467,13,11,10,50
9468,15,9,10,54
9469,17,7,10,58
9470,21,7,6,70
9471,19,6,9,63
9472,16,8,10,56
9473,17,7,10,58
9474,16,7,11,55
9475,12,5,17,41
9476,18,7,9,61
9477,11,11,12,44
9478,18,3,13,57
9479,14,6,14,48
9480,16,9,9,57
9481,14,7,13,49
9482,16,5,13,53
9483,17,6,11,57
9484,14,9,11,51
9485,19,8,7,65
9486,15,9,10,54
9487,16,9,9,57
9488,15,7,12,52
9489,17,9,8,60
9490,13,10,11,49
9491,13,5,16,44
9492,16,9,9,57
9493,16,7,11,55
9494,20,3,11,63
9495,16,6,12,54
9496,20,7,7,67
9497,16,7,11,55
9498,19,7,8,64
9499,17,8,9,59
9500,15,10,9,55
9501,14,8,12,50
9502,13,8,13,47
9503,17,8,9,59
9504,22,5,7,71
9505,16,8,10,56
9506,16,3,15,51
9507,18,4,12,58
9508,16,6,12,54
9509,20,7,7,67
9510,13,8,13,47
9511,14,9,11,51
9512,15,11,8,56
9513,17,8,9,59
9514,13,8,13,47
9515,20,6,8,66
9516,18,6,10,60
9517,16,7,11,55
9518,19,7,8,64
9519,17,10,7,61
9520,15,7,12,52
9521,17,4,13,55
9522,12,9,13,45
9523,15,8,11,53
9524,16,12,6,60
9525,15,5,14,50
9526,14,10,10,52
9527,14,10,10,52
9528,13,13,8,52
9529,16,4,14,52
9530,21,5,8,68
9531,19,7,8,64
9532,14,10,10,52
9533,13,11,10,50
9534,18,6,10,60
9535,18,4,12,58
9536,13,6,15,45
9537,15,11,8,56
9538,17,4,13,55
9539,12,9,13,45
9540,14,9,11,51
9541,15,7,12,52
9542,20,4,10,64
9543,15,12,7,57
9544,16,8,10,56
9545,16,5,13,53
9546,17,9,8,60
9547,14,12,8,54
9548,12,8,14,44
9549,16,6,12,54
9550,23,6,5,75
9551,13,5,16,44
9552,20,4,10,64
9553,24,4,6,76
9554,17,4,13,55
9555,17,5,12,56
9556,12,11,11,47
9557,12,8,14,44
9558,20,8,6,68
9559,19,6,9,63
9560,13,6,15,45
9561,19,6,9,63
9562,17,7,10,58
9563,21,4,9,67
9564,18,6,10,60
9565,15,7,12,52
9566,14,7,13,49
9567,14,6,14,48
9568,16,12,6,60
9569,14,7,13,49
9570,13,14,7,53
9571,13,9,12,48
9572,18,6,10,60
9573,14,8,12,50
9574,16,8,10,56
9575,16,9,9,57
9576,20,5,9,65
9577,14,10,10,52
9578,15,9,10,54
9579,17,5,12,56
9580,12,8,14,44
9581,19,8,7,65
9582,23,3,8,72
9583,16,3,15,51
9584,17,8,9,59
9585,25,3,6,78
9586,15,6,13,51
9587,15,8,11,53
9588,17,6,11,57
9589,15,9,10,54
9590,20,8,6,68
9591,16,5,13,53
9592,17,6,11,57
9593,12,12,10,48
9594,12,7,15,43
9595,13,14,7,53
9596,15,6,13,51
9597,19,6,9,63
9598,21,7,6,70
9599,20,3,11,63
9600,10,16,8,46
9601,16,3,15,51
9602,13,8,13,47
9603,18,6,10,60
9604,17,6,11,57
9605,16,7,11,55
9606,17,7,10,58
9607,23,3,8,72
9608,13,7,14,46
9609,12,11,11,47
9610,14,10,10,52
9611,14,6,14,48
9612,15,12,7,57
9613,15,12,7,57
9614,16,9,9,57
9615,15,9,10,54
9616,16,8,10,56
9617,16,8,10,56
9618,19,2,13,59
9619,16,6,12,54
9620,23,4,7,73
9621,16,9,9,57
9622,17,5,12,56
9623,16,9,9,57
9624,15,7,12,52
9625,14,10,10,52
9626,15,9,10,54
9627,14,13,7,55
9628,19,3,12,60
9629,12,7,15,43
9630,19,7,8,64
9631,17,9,8,60
9632,16,9,9,57
9633,18,7,9,61
9634,12,5,17,41
9635,15,8,11,53
9636,16,10,8,58
9637,17,7,10,58
9638,19,5,10,62
9639,17,6,11,57
9640,19,7,8,64
9641,17,6,11,57
9642,14,4,16,46
9643,17,5,12,56
9644,16,6,12,54
9645,14,6,14,48
9646,18,5,11,59
9647,15,12,7,57
9648,14,8,12,50
9649,16,5,13,53
9650,14,7,13,49
9651,17,7,10,58
9652,19,4,11,61
9653,16,8,10,56
9654,16,9,9,57
9655,15,9,10,54
9656,16,9,9,57
9657,12,7,15,43
9658,21,9,4,72
9659,17,9,8,60
9660,17,5,12,56
9661,16,5,13,53
9662,16,7,11,55
9663,16,9,9,57
9664,11,8,15,41
9665,21,4,9,67
9666,13,11,10,50
9667,11,10,13,43
9668,17,7,10,58
9669,12,12,10,48
9670,12,9,13,45
9671,18,3,13,57
9672,14,7,13,49
9673,17,6,11,57
9674,22,6,6,72
9675,14,8,12,50
9676,14,8,12,50
9677,16,8,10,56
9678,14,14,6,56
9679,15,5,14,50
9680,16,8,10,56
9681,15,6,13,51
9682,24,7,3,79
9683,21,5,8,68
9684,16,10,8,58
9685,20,6,8,66
9686,13,6,15,45
9687,14,6,14,48
9688,18,7,9,61
9689,14,8,12,50
9690,13,8,13,47
9691,15,5,14,50
9692,20,5,9,65
9693,18,7,9,61
9694,17,5,12,56
9695,19,7,8,64
9696,15,10,9,55
9697,12,7,15,43
9698,14,9,11,51
9699,14,5,15,47
9700,15,8,11,53
9701,19,7,8,64
9702,14,6,14,48
9703,14,8,12,50
9704,18,11,5,65
9705,17,11,6,62
9706,15,6,13,51
9707,15,5,14,50
9708,18,8,8,62
9709,17,6,11,57
9710,14,6,14,48
9711,18,5,11,59
9712,13,12,9,51
9713,12,10,12,46
9714,16,7,11,55
9715,16,6,12,54
9716,17,6,11,57
9717,16,7,11,55
9718,18,7,9,61
9719,20,7,7,67
9720,17,9,8,60
9721,16,7,11,55
9722,11,11,12,44
9723,13,8,13,47
9724,14,2,18,44
9725,19,6,9,63
9726,15,6,13,51
9727,15,10,9,55
9728,20,4,10,64
9729,14,8,12,50
9730,19,6,9,63
9731,14,5,15,47
9732,15,10,9,55
9733,15,8,11,53
9734,22,7,5,73
9735,18,1,15,55
9736,17,6,11,57
9737,17,7,10,58
9738,19,8,7,65
9739,17,7,10,58
9740,18,9,7,63
9741,15,7,12,52
9742,16,8,10,56
9743,22,6,6,72
9744,20,7,7,67
9745,13,14,7,53
9746,20,7,7,67
9747,18,8,8,62
9748,15,12,7,57
9749,13,14,7,53
9750,15,9,10,54
9751,18,7,9,61
9752,18,9,7,63
9753,18,4,12,58
9754,12,8,14,44
9755,13,6,15,45
9756,21,8,5,71
9757,23,6,5,75
9758,16,6,12,54
9759,17,6,11,57
9760,12,10,12,46
9761,15,7,12,52
9762,14,4,16,46
9763,18,10,6,64
9764,12,8,14,44
9765,15,12,7,57
9766,12,10,12,46
9767,21,4,9,67
9768,12,10,12,46
9769,17,5,12,56
9770,15,10,9,55
9771,12,7,15,43
9772,15,5,14,50
9773,13,8,13,47
9774,17,6,11,57
9775,19,5,10,62
9776,13,9,12,48
9777,17,6,11,57
9778,17,7,10,58
9779,18,5,11,59
9780,16,8,10,56
9781,18,4,12,58
9782,17,6,11,57
9783,14,9,11,51
9784,16,6,12,54
9785,19,6,9,63
9786,10,10,14,40
9787,18,4,12,58
9788,17,7,10,58
9789,11,10,13,43
9790,16,12,6,60
9791,16,5,13,53
9792,16,8,10,56
9793,15,9,10,54
9794,12,8,14,44
9795,17,7,10,58
9796,11,10,13,43
9797,19,6,9,63
9798,17,6,11,57
9799,15,7,12,52
9800,20,5,9,65
9801,15,7,12,52
9802,16,7,11,55
9803,16,6,12,54
9804,15,8,11,53
9805,16,10,8,58
9806,13,8,13,47
9807,16,9,9,57
9808,17,6,11,57
9809,16,8,10,56
9810,12,10,12,46
9811,15,6,13,51
9812,18,6,10,60
9813,18,6,10,60
9814,14,10,10,52
9815,14,5,15,47
9816,15,10,9,55
9817,12,12,10,48
9818,13,10,11,49
9819,15,8,11,53
9820,19,5,10,62
9821,23,2,9,71
9822,10,8,16,38
9823,15,9,10,54
9824,16,9,9,57
9825,15,9,10,54
9826,18,7,9,61
9827,12,7,15,43
9828,6,11,17,29
9829,19,7,8,64
9830,18,6,10,60
9831,14,8,12,50
9832,21,6,7,69
9833,18,10,6,64
9834,17,10,7,61
9835,11,8,15,41
9836,18,4,12,58
9837,16,11,7,59
9838,20,5,9,65
9839,18,6,10,60
9840,13,11,10,50
9841,17,7,10,58
9842,18,4,12,58
9843,18,6,10,60
9844,9,12,13,39
9845,18,6,10,60
9846,15,8,11,53
9847,17,12,5,63
9848,12,11,11,47
9849,16,8,10,56
9850,17,6,11,57
9851,17,7,10,58
9852,11,10,13,43
9853,17,6,11,57
9854,16,5,13,53
9855,15,4,15,49
9856,9,12,13,39
9857,19,8,7,65
9858,13,5,16,44
9859,14,8,12,50
9860,13,14,7,53
9861,16,4,14,52
9862,14,4,16,46
9863,16,6,12,54
9864,15,11,8,56
9865,13,8,13,47
9866,15,10,9,55
9867,15,8,11,53
9868,16,9,9,57
9869,13,9,12,48
9870,11,7,16,40
9871,14,7,13,49
9872,16,7,11,55
9873,17,6,11,57
9874,16,7,11,55
9875,19,4,11,61
9876,16,11,7,59
9877,21,5,8,68
9878,19,4,11,61
9879,16,6,12,54
9880,18,6,10,60
9881,20,5,9,65
9882,18,5,11,59
9883,15,10,9,55
9884,16,13,5,61
9885,18,5,11,59
9886,12,10,12,46
9887,16,8,10,56
9888,15,11,8,56
9889,20,4,10,64
9890,18,6,10,60
9891,15,15,4,60
9892,16,6,12,54
9893,17,7,10,58
9894,18,4,12,58
9895,17,8,9,59
9896,20,3,11,63
9897,18,10,6,64
9898,15,9,10,54
9899,12,12,10,48
9900,13,8,13,47
9901,16,5,13,53
9902,17,7,10,58
9903,16,5,13,53
9904,14,6,14,48
9905,19,10,5,67
9906,17,8,9,59
9907,18,7,9,61
9908,11,13,10,46
9909,17,6,11,57
9910,13,9,12,48
9911,16,8,10,56
9912,16,10,8,58
9913,19,8,7,65
9914,17,11,6,62
9915,13,8,13,47
9916,18,7,9,61
9917,19,2,13,59
9918,14,10,10,52
9919,12,6,16,42
9920,14,5,15,47
9921,18,9,7,63
9922,16,8,10,56
9923,14,10,10,52
9924,15,8,11,53
9925,17,7,10,58
9926,18,4,12,58
9927,21,4,9,67
9928,17,5,12,56
9929,21,3,10,66
9930,14,9,11,51
9931,17,7,10,58
9932,15,8,11,53
9933,18,10,6,64
9934,16,4,14,52
9935,18,11,5,65
9936,11,14,9,47
9937,16,5,13,53
9938,16,8,10,56
9939,18,9,7,63
9940,18,5,11,59
9941,12,10,12,46
9942,20,7,7,67
9943,16,11,7,59
9944,20,9,5,69
9945,15,10,9,55
9946,20,4,10,64
9947,7,16,11,37
9948,18,5,11,59
9949,14,6,14,48
9950,19,7,8,64
9951,19,3,12,60
9952,16,6,12,54
9953,16,7,11,55
9954,14,7,13,49
9955,17,5,12,56
9956,14,8,12,50
9957,19,3,12,60
9958,14,11,9,53
9959,14,7,13,49
9960,17,12,5,63
9961,21,7,6,70
9962,19,7,8,64
9963,16,8,10,56
9964,17,7,10,58
9965,14,9,11,51
9966,17,10,7,61
9967,17,11,6,62
9968,15,7,12,52
9969,15,10,9,55
9970,15,6,13,51
9971,17,7,10,58
9972,21,4,9,67
9973,13,7,14,46
9974,15,8,11,53
9975,14,2,18,44
9976,12,13,9,49
9977,22,3,9,69
9978,19,4,11,61
9979,16,5,13,53
9980,16,5,13,53
9981,19,5,10,62
9982,14,8,12,50
9983,17,6,11,57
9984,14,11,9,53
9985,18,4,12,58
9986,15,4,15,49
9987,15,6,13,51
9988,14,9,11,51
9989,14,9,11,51
9990,17,8,9,59
9991,17,6,11,57
9992,16,7,11,55
9993,17,7,10,58
9994,17,10,7,61
9995,21,6,7,69
9996,13,8,13,47
9997,16,4,14,52
9998,15,4,15,49
9999,12,10,12,46
10000,16,8,10,56
