season,wins,draws,losses,points
3901,14,6,14,48
3902,19,6,9,63
3903,11,12,11,45
3904,18,4,12,58
3905,19,9,6,66
3906,16,7,11,55
3907,20,4,10,64
3908,17,8,9,59
3909,14,7,13,49
3910,15,7,12,52
3911,13,9,12,48
3912,17,7,10,58
3913,13,8,13,47
3914,19,6,9,63
3915,16,8,10,56
3916,21,6,7,69
3917,12,8,14,44
3918,13,9,12,48
3919,20,6,8,66
3920,18,5,11,59
3921,20,5,9,65
3922,19,5,10,62
3923,16,6,12,54
3924,19,5,10,62
3925,11,11,12,44
3926,19,5,10,62
3927,19,6,9,63
3928,12,10,12,46
3929,18,11,5,65
3930,17,5,12,56
3931,20,5,9,65
3932,14,10,10,52
3933,24,9,1,81
3934,19,6,9,63
3935,15,6,13,51
3936,13,14,7,53
3937,11,6,17,39
3938,16,10,8,58
3939,16,10,8,58
3940,16,7,11,55
3941,20,5,9,65
3942,16,7,11,55
3943,14,6,14,48
3944,13,13,8,52
3945,17,7,10,58
3946,15,7,12,52
3947,18,5,11,59
3948,16,8,10,56
3949,18,7,9,61
3950,14,10,10,52
3951,17,5,12,56
3952,14,7,13,49
3953,9,10,15,37
3954,17,8,9,59
3955,16,8,10,56
3956,16,6,12,54
3957,13,11,10,50
3958,13,11,10,50
3959,19,3,12,60
3960,17,10,7,61
3961,14,7,13,49
3962,11,14,9,47
3963,21,4,9,67
3964,23,3,8,72
3965,16,9,9,57
3966,14,11,9,53
3967,19,4,11,61
3968,17,5,12,56
3969,16,10,8,58
3970,13,6,15,45
3971,15,4,15,49
3972,14,5,15,47
3973,20,6,8,66
3974,16,8,10,56
3975,16,5,13,53
3976,14,9,11,51
3977,18,8,8,62
3978,15,6,13,51
3979,15,8,11,53
3980,17,2,15,53
3981,14,11,9,53
3982,13,8,13,47
3983,17,8,9,59
3984,15,5,14,50
3985,15,10,9,55
3986,16,9,9,57
3987,21,6,7,69
3988,20,4,10,64
3989,15,8,11,53
3990,16,6,12,54
3991,16,7,11,55
3992,15,7,12,52
3993,21,5,8,68
3994,14,4,16,46
3995,16,5,13,53
3996,17,9,8,60
3997,17,11,6,62
3998,22,7,5,73
3999,15,10,9,55
4000,18,6,10,60
4001,14,7,13,49
4002,20,6,8,66
4003,21,5,8,68
4004,9,7,18,34
4005,17,6,11,57
4006,14,8,12,50
4007,14,6,14,48
4008,16,5,13,53
4009,17,8,9,59
4010,17,5,12,56
4011,19,6,9,63
4012,19,6,9,63
4013,17,5,12,56
4014,14,6,14,48
4015,19,6,9,63
4016,19,5,10,62
4017,15,7,12,52
4018,15,9,10,54
4019,17,9,8,60
4020,13,6,15,45
4021,20,5,9,65
4022,19,7,8,64
4023,14,5,15,47
4024,17,7,10,58
4025,15,9,10,54
4026,22,4,8,70
4027,14,5,15,47
4028,17,6,11,57
4029,12,10,12,46
4030,18,5,11,59
4031,15,6,13,51
4032,16,5,13,53
4033,19,3,12,60
4034,19,3,12,60
4035,18,7,9,61
4036,14,5,15,47
4037,19,7,8,64
4038,14,8,12,50
4039,15,8,11,53
4040,16,7,11,55
4041,13,9,12,48
4042,13,6,15,45
4043,18,4,12,58
4044,13,11,10,50
4045,15,9,10,54
4046,17,4,13,55
4047,18,11,5,65
4048,17,6,11,57
4049,12,8,14,44
4050,15,9,10,54
4051,10,17,7,47
4052,15,9,10,54
4053,15,10,9,55
4054,17,8,9,59
4055,14,9,11,51
4056,18,7,9,61
4057,13,5,16,44
4058,16,7,11,55
4059,16,11,7,59
4060,18,2,14,56
4061,15,8,11,53
4062,18,10,6,64
4063,12,7,15,43
4064,19,10,5,67
4065,16,4,14,52
4066,17,7,10,58
4067,15,7,12,52
4068,18,6,10,60
4069,14,5,15,47
4070,15,4,15,49
4071,15,6,13,51
4072,21,7,6,70
4073,17,5,12,56
4074,15,9,10,54
4075,14,8,12,50
4076,19,6,9,63
4077,16,7,11,55
4078,14,6,14,48
4079,14,9,11,51
4080,14,7,13,49
4081,15,10,9,55
4082,18,6,10,60
4083,19,4,11,61
4084,18,6,10,60
4085,20,5,9,65
4086,13,8,13,47
4087,16,7,11,55
4088,17,8,9,59
4089,18,3,13,57
4090,19,7,8,64
4091,17,5,12,56
4092,15,9,10,54
4093,17,7,10,58
4094,14,10,10,52
4095,19,5,10,62
4096,19,5,10,62
4097,15,7,12,52
4098,22,5,7,71
4099,15,11,8,56
4100,14,6,14,48
4101,16,9,9,57
4102,17,1,16,52
4103,12,13,9,49
4104,15,8,11,53
4105,17,7,10,58
4106,19,8,7,65
4107,19,3,12,60
4108,14,9,11,51
4109,15,5,14,50
4110,21,6,7,69
4111,12,12,10,48
4112,18,6,10,60
4113,14,7,13,49
4114,16,7,11,55
4115,13,7,14,46
4116,16,13,5,61
4117,14,7,13,49
4118,20,5,9,65
4119,21,7,6,70
4120,20,5,9,65
4121,15,8,11,53
4122,13,7,14,46
4123,17,8,9,59
4124,10,11,13,41
4125,18,7,9,61
4126,15,8,11,53
4127,18,5,11,59
4128,14,9,11,51
4129,20,4,10,64
4130,13,6,15,45
4131,18,7,9,61
4132,16,10,8,58
4133,14,5,15,47
4134,18,7,9,61
4135,16,5,13,53
4136,12,9,13,45
4137,17,9,8,60
4138,17,7,10,58
4139,15,9,10,54
4140,17,9,8,60
4141,21,5,8,68
4142,17,4,13,55
4143,21,3,10,66
4144,17,5,12,56
4145,18,7,9,61
4146,19,9,6,66
4147,17,8,9,59
4148,15,8,11,53
4149,14,7,13,49
4150,19,3,12,60
4151,15,9,10,54
4152,16,12,6,60
4153,24,3,7,75
4154,14,3,17,45
4155,16,4,14,52
4156,17,6,11,57
4157,15,5,14,50
4158,19,2,13,59
4159,18,8,8,62
4160,15,8,11,53
4161,17,6,11,57
4162,17,7,10,58
4163,17,4,13,55
4164,14,7,13,49
4165,17,8,9,59
4166,14,9,11,51
4167,17,5,12,56
4168,14,8,12,50
4169,17,10,7,61
4170,13,8,13,47
4171,13,7,14,46
4172,17,4,13,55
4173,17,10,7,61
4174,10,10,14,40
4175,19,3,12,60
4176,18,6,10,60
4177,19,7,8,64
4178,18,9,7,63
4179,16,12,6,60
4180,19,6,9,63
4181,12,10,12,46
4182,18,10,6,64
4183,19,5,10,62
4184,12,4,18,40
4185,16,7,11,55
4186,12,12,10,48
4187,18,5,11,59
4188,19,6,9,63
4189,10,7,17,37
4190,14,5,15,47
4191,11,10,13,43
4192,12,9,13,45
4193,18,6,10,60
4194,14,8,12,50
4195,19,10,5,67
4196,17,6,11,57
4197,13,9,12,48
4198,22,3,9,69
4199,21,3,10,66
4200,18,9,7,63
4201,15,7,12,52
4202,20,6,8,66
4203,14,5,15,47
4204,15,10,9,55
4205,17,7,10,58
4206,18,8,8,62
4207,14,10,10,52
4208,15,7,12,52
4209,14,7,13,49
4210,17,7,10,58
4211,11,14,9,47
4212,16,5,13,53
4213,17,8,9,59
4214,14,9,11,51
4215,10,9,15,39
4216,17,7,10,58
4217,14,7,13,49
4218,15,10,9,55
4219,13,9,12,48
4220,18,7,9,61
4221,14,7,13,49
4222,20,6,8,66
4223,16,7,11,55
4224,21,6,7,69
4225,16,8,10,56
4226,15,4,15,49
4227,17,9,8,60
4228,17,7,10,58
4229,15,9,10,54
4230,12,10,12,46
4231,15,8,11,53
4232,15,9,10,54
4233,16,8,10,56
4234,19,6,9,63
4235,16,9,9,57
4236,18,7,9,61
4237,16,5,13,53
4238,13,9,12,48
4239,11,7,16,40
4240,19,7,8,64
4241,19,8,7,65
4242,14,12,8,54
4243,16,4,14,52
4244,13,11,10,50
4245,15,9,10,54
4246,20,6,8,66
4247,18,12,4,66
4248,18,5,11,59
4249,16,7,11,55
4250,13,6,15,45
4251,15,9,10,54
4252,19,4,11,61
4253,17,6,11,57
4254,13,8,13,47
4255,18,5,11,59
4256,12,9,13,45
4257,17,7,10,58
4258,13,11,10,50
4259,17,8,9,59
4260,20,6,8,66
4261,20,5,9,65
4262,18,5,11,59
4263,17,4,13,55
4264,17,8,9,59
4265,21,5,8,68
4266,17,5,12,56
4267,16,9,9,57
4268,12,11,11,47
4269,15,7,12,52
4270,17,12,5,63
4271,18,6,10,60
4272,13,7,14,46
4273,15,8,11,53
4274,15,8,11,53
4275,17,9,8,60
4276,16,6,12,54
4277,15,10,9,55
4278,13,11,10,50
4279,19,6,9,63
4280,15,8,11,53
4281,18,6,10,60
4282,18,6,10,60
4283,15,7,12,52
4284,15,11,8,56
4285,17,7,10,58
4286,13,11,10,50
4287,16,6,12,54
4288,17,5,12,56
4289,20,4,10,64
4290,15,8,11,53
4291,12,9,13,45
4292,19,7,8,64
4293,12,8,14,44
4294,17,6,11,57
4295,15,7,12,52
4296,17,9,8,60
4297,15,10,9,55
4298,17,7,10,58
4299,15,8,11,53
4300,14,6,14,48
4301,19,6,9,63
4302,17,6,11,57
4303,12,8,14,44
4304,19,10,5,67
4305,9,13,12,40
4306,19,5,10,62
4307,15,7,12,52
4308,20,8,6,68
4309,19,6,9,63
4310,19,7,8,64
4311,13,9,12,48
4312,14,11,9,53
4313,16,6,12,54
4314,16,4,14,52
4315,17,8,9,59
4316,17,4,13,55
4317,17,6,11,57
4318,14,7,13,49
4319,11,12,11,45
4320,15,9,10,54
4321,15,6,13,51
4322,15,6,13,51
4323,16,5,13,53
4324,17,6,11,57
4325,17,2,15,53
4326,17,7,10,58
4327,17,6,11,57
4328,15,9,10,54
4329,12,9,13,45
4330,16,12,6,60
4331,13,5,16,44
4332,19,9,6,66
4333,16,10,8,58
4334,17,7,10,58
4335,13,10,11,49
4336,13,11,10,50
4337,13,7,14,46
4338,11,9,14,42
4339,14,8,12,50
4340,20,8,6,68
4341,18,4,12,58
4342,19,3,12,60
4343,17,6,11,57
4344,16,10,8,58
4345,16,6,12,54
4346,14,8,12,50
4347,15,9,10,54
4348,16,7,11,55
4349,13,11,10,50
4350,14,5,15,47
4351,18,6,10,60
4352,18,8,8,62
4353,14,8,12,50
4354,17,7,10,58
4355,19,6,9,63
4356,14,7,13,49
4357,19,8,7,65
4358,16,7,11,55
4359,13,10,11,49
4360,15,7,12,52
4361,15,7,12,52
4362,15,10,9,55
4363,14,8,12,50
4364,14,5,15,47
4365,15,9,10,54
4366,15,7,12,52
4367,15,6,13,51
4368,13,8,13,47
4369,14,9,11,51
4370,17,10,7,61
4371,14,9,11,51
4372,13,9,12,48
4373,15,8,11,53
4374,19,5,10,62
4375,15,6,13,51
4376,17,6,11,57
4377,15,8,11,53
4378,14,13,7,55
4379,17,9,8,60
4380,15,4,15,49
4381,16,8,10,56
4382,17,7,10,58
4383,12,7,15,43
4384,17,7,10,58
4385,10,9,15,39
4386,20,7,7,67
4387,16,8,10,56
4388,14,9,11,51
4389,13,6,15,45
4390,14,8,12,50
4391,18,9,7,63
4392,12,10,12,46
4393,19,6,9,63
4394,16,8,10,56
4395,13,6,15,45
4396,18,9,7,63
4397,21,5,8,68
4398,14,8,12,50
4399,13,8,13,47
4400,11,10,13,43
4401,15,8,11,53
4402,16,8,10,56
4403,11,8,15,41
4404,19,2,13,59
4405,18,7,9,61
4406,14,7,13,49
4407,21,5,8,68
4408,12,12,10,48
4409,13,11,10,50
4410,16,9,9,57
4411,14,5,15,47
4412,13,6,15,45
4413,11,10,13,43
4414,15,6,13,51
4415,17,4,13,55
4416,18,8,8,62
4417,16,5,13,53
4418,18,9,7,63
4419,18,6,10,60
4420,15,7,12,52
4421,20,8,6,68
4422,14,9,11,51
4423,11,10,13,43
4424,16,9,9,57
4425,13,9,12,48
4426,16,7,11,55
4427,17,6,11,57
4428,19,4,11,61
4429,14,9,11,51
4430,20,5,9,65
4431,12,9,13,45
4432,16,5,13,53
4433,16,6,12,54
4434,14,7,13,49
4435,9,5,20,32
4436,20,5,9,65
4437,15,7,12,52
4438,15,6,13,51
4439,10,8,16,38
4440,18,3,13,57
4441,16,9,9,57
4442,21,5,8,68
4443,12,4,18,40
4444,15,8,11,53
4445,19,12,3,69
4446,18,5,11,59
4447,16,8,10,56
4448,16,5,13,53
4449,17,7,10,58
4450,15,7,12,52
4451,17,8,9,59
4452,19,3,12,60
4453,17,6,11,57
4454,15,10,9,55
4455,13,11,10,50
4456,19,5,10,62
4457,16,8,10,56
4458,16,8,10,56
4459,15,8,11,53
4460,16,5,13,53
4461,15,9,10,54
4462,18,5,11,59
4463,17,7,10,58
4464,19,6,9,63
4465,13,10,11,49
4466,13,10,11,49
4467,17,8,9,59
4468,14,7,13,49
4469,19,6,9,63
4470,16,6,12,54
4471,20,6,8,66
4472,15,8,11,53
4473,19,6,9,63
4474,15,6,13,51
4475,15,5,14,50
4476,18,7,9,61
4477,18,10,6,64
4478,13,13,8,52
4479,14,9,11,51
4480,20,5,9,65
4481,20,5,9,65
4482,14,8,12,50
4483,17,9,8,60
4484,11,8,15,41
4485,14,5,15,47
4486,20,7,7,67
4487,19,6,9,63
4488,18,8,8,62
4489,17,6,11,57
4490,18,5,11,59
4491,16,7,11,55
4492,17,7,10,58
4493,21,5,8,68
4494,18,6,10,60
4495,15,7,12,52
4496,14,7,13,49
4497,18,7,9,61
4498,12,8,14,44
4499,19,5,10,62
4500,16,4,14,52
4501,15,6,13,51
4502,20,4,10,64
4503,14,6,14,48
4504,15,6,13,51
4505,20,6,8,66
4506,21,5,8,68
4507,20,6,8,66
4508,13,5,16,44
4509,20,4,10,64
4510,20,6,8,66
4511,16,9,9,57
4512,18,7,9,61
4513,16,4,14,52
4514,14,8,12,50
4515,17,5,12,56
4516,19,4,11,61
4517,13,11,10,50
4518,15,12,7,57
4519,18,6,10,60
4520,17,8,9,59
4521,15,10,9,55
4522,19,7,8,64
4523,19,3,12,60
4524,17,9,8,60
4525,15,6,13,51
4526,17,7,10,58
4527,22,2,10,68
4528,17,7,10,58
4529,13,8,13,47
4530,18,4,12,58
4531,18,9,7,63
4532,16,7,11,55
4533,15,9,10,54
4534,14,10,10,52
4535,16,9,9,57
4536,14,8,12,50
4537,12,10,12,46
4538,13,12,9,51
4539,16,7,11,55
4540,13,11,10,50
4541,13,6,15,45
4542,15,7,12,52
4543,13,12,9,51
4544,16,7,11,55
4545,19,5,10,62
4546,14,11,9,53
4547,15,7,12,52
4548,14,8,12,50
4549,21,2,11,65
4550,13,11,10,50
4551,15,11,8,56
4552,20,6,8,66
4553,21,4,9,67
4554,12,11,11,47
4555,14,9,11,51
4556,16,9,9,57
4557,15,9,10,54
4558,18,8,8,62
4559,16,6,12,54
4560,15,11,8,56
4561,14,11,9,53
4562,17,7,10,58
4563,15,5,14,50
4564,14,6,14,48
4565,17,5,12,56
4566,16,9,9,57
4567,13,8,13,47
4568,19,5,10,62
4569,24,3,7,75
4570,19,5,10,62
4571,16,9,9,57
4572,18,6,10,60
4573,20,3,11,63
4574,16,8,10,56
4575,16,8,10,56
4576,17,8,9,59
4577,18,4,12,58
4578,16,7,11,55
4579,10,12,12,42
4580,15,5,14,50
4581,18,7,9,61
4582,16,7,11,55
4583,17,8,9,59
4584,14,7,13,49
4585,21,4,9,67
4586,14,11,9,53
4587,9,10,15,37
4588,21,7,6,70
4589,17,1,16,52
4590,13,8,13,47
4591,16,9,9,57
4592,12,8,14,44
4593,15,9,10,54
4594,24,2,8,74
4595,17,7,10,58
4596,18,4,12,58
4597,18,4,12,58
4598,19,5,10,62
4599,15,8,11,53
4600,16,7,11,55
4601,15,10,9,55
4602,12,10,12,46
4603,15,9,10,54
4604,17,6,11,57
4605,20,3,11,63
4606,18,4,12,58
4607,14,8,12,50
4608,15,9,10,54
4609,15,10,9,55
4610,17,6,11,57
4611,13,11,10,50
4612,17,3,14,54
4613,15,7,12,52
4614,20,4,10,64
4615,14,7,13,49
4616,19,9,6,66
4617,13,7,14,46
4618,15,9,10,54
4619,16,10,8,58
4620,15,6,13,51
4621,9,10,15,37
4622,17,7,10,58
4623,12,11,11,47
4624,19,4,11,61
4625,15,3,16,48
4626,15,12,7,57
4627,17,5,12,56
4628,14,9,11,51
4629,18,6,10,60
4630,17,7,10,58
4631,11,7,16,40
4632,19,4,11,61
4633,19,2,13,59
4634,15,12,7,57
4635,15,5,14,50
4636,21,7,6,70
4637,18,6,10,60
4638,14,8,12,50
4639,11,11,12,44
4640,17,9,8,60
4641,14,12,8,54
4642,14,5,15,47
4643,17,5,12,56
4644,17,10,7,61
4645,23,8,3,77
4646,16,4,14,52
4647,19,4,11,61
4648,17,6,11,57
4649,16,4,14,52
4650,20,9,5,69
4651,16,10,8,58
4652,16,8,10,56
4653,18,9,7,63
4654,13,7,14,46
4655,16,7,11,55
4656,16,7,11,55
4657,15,10,9,55
4658,17,6,11,57
4659,16,7,11,55
4660,18,9,7,63
4661,17,5,12,56
4662,19,7,8,64
4663,15,8,11,53
4664,16,8,10,56
4665,17,8,9,59
4666,17,3,14,54
4667,15,7,12,52
4668,12,6,16,42
4669,14,7,13,49
4670,13,8,13,47
4671,13,9,12,48
4672,12,11,11,47
4673,16,4,14,52
4674,17,8,9,59
4675,16,9,9,57
4676,19,7,8,64
4677,17,4,13,55
4678,17,7,10,58
4679,18,10,6,64
4680,17,8,9,59
4681,17,7,10,58
4682,15,4,15,49
4683,13,6,15,45
4684,17,6,11,57
4685,14,6,14,48
4686,13,10,11,49
4687,12,9,13,45
4688,18,6,10,60
4689,16,7,11,55
4690,14,10,10,52
4691,19,3,12,60
4692,17,7,10,58
4693,18,7,9,61
4694,18,8,8,62
4695,22,6,6,72
4696,22,8,4,74
4697,15,7,12,52
4698,14,3,17,45
4699,18,9,7,63
4700,20,7,7,67
4701,17,6,11,57
4702,14,5,15,47
4703,14,8,12,50
4704,14,6,14,48
4705,18,6,10,60
4706,21,7,6,70
4707,22,1,11,67
4708,13,7,14,46
4709,20,9,5,69
4710,18,7,9,61
4711,17,9,8,60
4712,21,6,7,69
4713,13,7,14,46
4714,18,9,7,63
4715,19,5,10,62
4716,16,10,8,58
4717,18,6,10,60
4718,14,11,9,53
4719,17,7,10,58
4720,14,6,14,48
4721,15,8,11,53
4722,15,8,11,53
4723,11,8,15,41
4724,15,10,9,55
4725,11,12,11,45
4726,18,10,6,64
4727,14,10,10,52
4728,14,7,13,49
4729,14,11,9,53
4730,17,10,7,61
4731,19,6,9,63
4732,16,2,16,50
4733,13,9,12,48
4734,14,8,12,50
4735,15,7,12,52
4736,13,12,9,51
4737,18,6,10,60
4738,22,5,7,71
4739,11,5,18,38
4740,19,10,5,67
4741,14,10,10,52
4742,21,5,8,68
4743,14,10,10,52
4744,18,6,10,60
4745,19,2,13,59
4746,18,7,9,61
4747,15,8,11,53
4748,13,9,12,48
4749,15,7,12,52
4750,17,9,8,60
4751,19,5,10,62
4752,16,5,13,53
4753,13,5,16,44
4754,16,7,11,55
4755,19,5,10,62
4756,18,4,12,58
4757,16,5,13,53
4758,19,6,9,63
4759,14,11,9,53
4760,16,8,10,56
4761,14,8,12,50
4762,13,7,14,46
4763,15,8,11,53
4764,15,3,16,48
4765,16,12,6,60
4766,15,5,14,50
4767,16,9,9,57
4768,11,11,12,44
4769,15,7,12,52
4770,14,9,11,51
4771,18,7,9,61
4772,17,7,10,58
4773,17,5,12,56
4774,14,8,12,50
4775,20,2,12,62
4776,19,8,7,65
4777,13,5,16,44
4778,16,10,8,58
4779,20,4,10,64
4780,13,10,11,49
4781,13,10,11,49
4782,13,14,7,53
4783,11,9,14,42
4784,18,7,9,61
4785,13,4,17,43
4786,12,8,14,44
4787,16,5,13,53
4788,17,7,10,58
4789,15,9,10,54
4790,14,10,10,52
4791,11,7,16,40
4792,18,5,11,59
4793,17,5,12,56
4794,15,6,13,51
4795,14,8,12,50
4796,17,8,9,59
4797,16,6,12,54
4798,17,7,10,58
4799,18,6,10,60
4800,18,5,11,59
4801,17,8,9,59
4802,15,7,12,52
4803,17,6,11,57
4804,12,9,13,45
4805,17,5,12,56
4806,17,5,12,56
4807,18,7,9,61
4808,17,7,10,58
4809,9,10,15,37
4810,20,7,7,67
4811,13,2,19,41
4812,16,10,8,58
4813,10,6,18,36
4814,16,7,11,55
4815,17,7,10,58
4816,16,5,13,53
4817,10,11,13,41
4818,18,10,6,64
4819,18,8,8,62
4820,15,5,14,50
4821,15,4,15,49
4822,14,10,10,52
4823,17,9,8,60
4824,19,6,9,63
4825,15,10,9,55
4826,15,7,12,52
4827,12,12,10,48
4828,16,9,9,57
4829,16,6,12,54
4830,21,5,8,68
4831,18,7,9,61
4832,17,9,8,60
4833,12,8,14,44
4834,13,4,17,43
4835,16,3,15,51
4836,17,5,12,56
4837,18,6,10,60
4838,10,9,15,39
4839,17,8,9,59
4840,15,7,12,52
4841,19,8,7,65
4842,20,7,7,67
4843,17,5,12,56
4844,18,6,10,60
4845,12,10,12,46
4846,15,9,10,54
4847,15,10,9,55
4848,18,7,9,61
4849,14,8,12,50
4850,11,12,11,45
4851,16,7,11,55
4852,17,5,12,56
4853,14,7,13,49
4854,13,3,18,42
4855,16,7,11,55
4856,17,4,13,55
4857,13,10,11,49
4858,12,4,18,40
4859,12,8,14,44
4860,15,7,12,52
4861,16,7,11,55
4862,15,6,13,51
4863,21,5,8,68
4864,14,8,12,50
4865,17,8,9,59
4866,16,8,10,56
4867,12,11,11,47
4868,20,3,11,63
4869,15,5,14,50
4870,18,6,10,60
4871,14,11,9,53
4872,9,6,19,33
4873,17,6,11,57
4874,16,7,11,55
4875,20,11,3,71
4876,24,5,5,77
4877,17,8,9,59
4878,16,9,9,57
4879,15,9,10,54
4880,16,8,10,56
4881,10,13,11,43
4882,16,6,12,54
4883,17,6,11,57
4884,14,8,12,50
4885,18,11,5,65
4886,19,4,11,61
4887,18,8,8,62
4888,17,8,9,59
4889,15,6,13,51
4890,14,9,11,51
4891,15,7,12,52
4892,18,8,8,62
4893,19,7,8,64
4894,11,7,16,40
4895,19,4,11,61
4896,13,5,16,44
4897,19,9,6,66
4898,13,9,12,48
4899,16,6,12,54
4900,15,5,14,50
4901,18,8,8,62
4902,14,6,14,48
4903,16,9,9,57
4904,13,9,12,48
4905,18,4,12,58
4906,20,6,8,66
4907,15,3,16,48
4908,19,7,8,64
4909,16,10,8,58
4910,19,4,11,61
4911,13,11,10,50
4912,18,7,9,61
4913,16,13,5,61
4914,13,8,13,47
4915,11,8,15,41
4916,21,4,9,67
4917,16,7,11,55
4918,17,3,14,54
4919,18,10,6,64
4920,14,5,15,47
4921,19,7,8,64
4922,14,6,14,48
4923,12,10,12,46
4924,15,8,11,53
4925,14,9,11,51
4926,16,7,11,55
4927,13,9,12,48
4928,14,6,14,48
4929,24,2,8,74
4930,14,7,13,49
4931,15,8,11,53
4932,16,8,10,56
4933,16,3,15,51
4934,14,8,12,50
4935,20,7,7,67
4936,16,7,11,55
4937,12,9,13,45
4938,12,10,12,46
4939,14,13,7,55
4940,18,9,7,63
4941,17,12,5,63
4942,20,7,7,67
4943,17,6,11,57
4944,12,6,16,42
4945,16,7,11,55
4946,19,3,12,60
4947,14,5,15,47
4948,15,11,8,56
4949,17,7,10,58
4950,9,9,16,36
4951,10,13,11,43
4952,16,6,12,54
4953,14,10,10,52
4954,16,8,10,56
4955,17,6,11,57
4956,21,7,6,70
4957,20,3,11,63
4958,17,7,10,58
4959,20,5,9,65
4960,15,6,13,51
4961,19,5,10,62
4962,15,7,12,52
4963,15,11,8,56
4964,19,5,10,62
4965,21,5,8,68
4966,14,7,13,49
4967,15,5,14,50
4968,18,6,10,60
4969,17,8,9,59
4970,17,8,9,59
4971,18,9,7,63
4972,14,4,16,46
4973,9,8,17,35
4974,12,14,8,50
4975,19,9,6,66
4976,16,7,11,55
4977,17,4,13,55
4978,16,5,13,53
4979,16,1,17,49
4980,15,7,12,52
4981,14,15,5,57
4982,22,4,8,70
4983,16,8,10,56
4984,18,4,12,58
4985,18,6,10,60
4986,17,7,10,58
4987,13,9,12,48
4988,21,3,10,66
4989,17,7,10,58
4990,18,11,5,65
4991,19,5,10,62
4992,18,6,10,60
4993,14,5,15,47
4994,21,7,6,70
4995,23,6,5,75
4996,19,4,11,61
4997,18,8,8,62
4998,16,4,14,52
4999,13,6,15,45
5000,16,5,13,53
5001,14,10,10,52
5002,12,8,14,44
5003,16,4,14,52
5004,13,9,12,48
5005,19,5,10,62
5006,18,10,6,64
5007,17,8,9,59
5008,15,5,14,50
5009,16,6,12,54
5010,15,9,10,54
5011,16,9,9,57
5012,16,7,11,55
5013,21,8,5,71
5014,15,7,12,52
5015,20,7,7,67
5016,10,13,11,43
5017,20,7,7,67
5018,15,7,12,52
5019,15,9,10,54
5020,11,8,15,41
5021,17,10,7,61
5022,15,8,11,53
5023,20,5,9,65
5024,19,12,3,69
5025,15,9,10,54
5026,12,9,13,45
5027,20,7,7,67
5028,17,5,12,56
5029,14,5,15,47
5030,13,8,13,47
5031,17,8,9,59
5032,16,5,13,53
5033,18,7,9,61
5034,16,8,10,56
5035,17,8,9,59
5036,12,6,16,42
5037,18,8,8,62
5038,20,6,8,66
5039,17,6,11,57
5040,17,3,14,54
5041,13,7,14,46
5042,14,8,12,50
5043,19,6,9,63
5044,18,5,11,59
5045,12,14,8,50
5046,16,7,11,55
5047,17,11,6,62
5048,16,9,9,57
5049,17,7,10,58
5050,18,7,9,61
5051,17,11,6,62
5052,16,7,11,55
5053,13,11,10,50
5054,16,7,11,55
5055,17,5,12,56
5056,16,4,14,52
5057,18,6,10,60
5058,14,8,12,50
5059,20,5,9,65
5060,18,8,8,62
5061,12,8,14,44
5062,13,8,13,47
5063,19,7,8,64
5064,14,9,11,51
5065,10,8,16,38
5066,19,4,11,61
5067,18,8,8,62
5068,14,9,11,51
5069,17,4,13,55
5070,15,6,13,51
5071,18,5,11,59
5072,17,7,10,58
5073,13,7,14,46
5074,18,8,8,62
5075,12,8,14,44
5076,20,5,9,65
5077,17,9,8,60
5078,20,5,9,65
5079,16,8,10,56
5080,15,10,9,55
5081,15,8,11,53
5082,12,11,11,47
5083,14,7,13,49
5084,19,3,12,60
5085,18,5,11,59
5086,15,6,13,51
5087,14,9,11,51
5088,16,7,11,55
5089,16,7,11,55
5090,17,6,11,57
5091,15,9,10,54
5092,16,8,10,56
5093,15,8,11,53
5094,15,6,13,51
5095,16,8,10,56
5096,13,10,11,49
5097,16,9,9,57
5098,15,7,12,52
5099,15,7,12,52
5100,16,7,11,55
5101,14,5,15,47
5102,18,7,9,61
5103,17,7,10,58
5104,15,5,14,50
5105,18,5,11,59
5106,12,9,13,45
5107,20,4,10,64
5108,22,4,8,70
5109,12,6,16,42
5110,14,4,16,46
5111,16,7,11,55
5112,9,12,13,39
5113,14,9,11,51
5114,20,5,9,65
5115,15,8,11,53
5116,14,10,10,52
5117,12,11,11,47
5118,13,11,10,50
5119,17,5,12,56
5120,18,9,7,63
5121,16,10,8,58
5122,16,8,10,56
5123,11,7,16,40
5124,19,7,8,64
5125,14,5,15,47
5126,15,12,7,57
5127,16,3,15,51
5128,15,5,14,50
5129,16,8,10,56
5130,18,7,9,61
5131,9,13,12,40
5132,13,8,13,47
5133,15,9,10,54
5134,19,4,11,61
5135,17,6,11,57
5136,17,2,15,53
5137,9,8,17,35
5138,18,7,9,61
5139,19,4,11,61
5140,14,8,12,50
5141,18,5,11,59
5142,17,7,10,58
5143,10,11,13,41
5144,17,6,11,57
5145,17,6,11,57
5146,15,4,15,49
5147,19,6,9,63
5148,13,13,8,52
5149,15,6,13,51
5150,17,5,12,56
5151,12,7,15,43
5152,7,8,19,29
5153,18,7,9,61
5154,18,4,12,58
5155,16,6,12,54
5156,15,10,9,55
5157,13,9,12,48
5158,19,7,8,64
5159,17,6,11,57
5160,21,3,10,66
5161,20,5,9,65
5162,13,8,13,47
5163,17,7,10,58
5164,19,6,9,63
5165,17,5,12,56
5166,12,8,14,44
5167,18,6,10,60
5168,14,10,10,52
5169,16,6,12,54
5170,17,9,8,60
5171,16,7,11,55
